Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,1.391104642,0.284697413,sp|P38891|BCA1_YEAST,sp|P38891|BCA1_YEAST,P38891,Color [DarkGray],1,4,,"branched-chain-amino-acid transaminase activity;catalytic activity;L-isoleucine transaminase activity;L-leucine transaminase activity;L-valine transaminase activity;transaminase activity;transferase activity;transferase activity, transferring nitrogenous groups",cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,amine metabolic process;biological regulation;biosynthetic process;catabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic compound salvage;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;regulation of cell cycle;regulation of mitotic cell cycle;response to abiotic stimulus;response to DNA damage stimulus;response to stimulus;response to stress;small molecule metabolic process;sulfur compound metabolic process,BCA1_YEAST,24,20,20,73.8,66.2,66.2,43.596,0,323.31,18218000000,366,1.218665,1.194905,1.154649,1.145808,0.9872282,1.208197,0.7333256,0.9436428,0.9588456,0.8628324,0.8142781,0.6913858
,0.838156708,-0.462334861,sp|P40327|PRS4_YEAST,sp|P40327|PRS4_YEAST,P40327,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding","cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;nucleus;organelle;proteasome regulatory particle, base subcomplex;protein complex",biological regulation;catabolic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;peptide metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process;RNA catabolic process;RNA metabolic process,PRS4_YEAST,24,24,24,70,70,70,48.828,0,323.31,3109700000,229,-0.5820256,-0.3529055,-0.9869204,-0.7326044,-0.2485747,-0.775847,-0.394612,0.09087136,-0.1298527,-0.1386903,0.09394848,-0.5152923
,0.221847998,-0.106452753,sp|P46672|ARC1_YEAST,sp|P46672|ARC1_YEAST,P46672,Color [DarkGray],1,4,,"binding;enzyme activator activity;enzyme regulator activity;lipid binding;nucleic acid binding;phosphatidylinositol binding;phosphatidylinositol-3,5-bisphosphate binding;phosphatidylinositol-3-phosphate binding;phospholipid binding;RNA binding;tRNA binding",cell part;cytoplasm;cytoplasmic part;intracellular part;macromolecular complex;methionyl glutamyl tRNA synthetase complex;protein complex,amine metabolic process;biological regulation;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,ARC1_YEAST,24,24,24,74.7,74.7,74.7,42.083,0,323.31,7098300000,313,0.5921425,-0.09912926,0.9217092,0.3679912,0.314161,0.3339273,0.8415464,0.505229,0.6250911,0.6570038,0.6807335,0.986294
,1.183426898,-0.507295879,sp|P80235|CACM_YEAST,sp|P80235|CACM_YEAST,P80235,Color [DarkGray],1,4,,"acetyltransferase activity;carnitine O-acetyltransferase activity;carnitine O-acyltransferase activity;catalytic activity;O-acetyltransferase activity;O-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;mitochondrial inner membrane;mitochondrial membrane;mitochondrial part;mitochondrion;organelle;organelle inner membrane;organelle membrane;organelle part,alcohol metabolic process;amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;lipid metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process;transport,CACM_YEAST,24,24,24,44.3,44.3,44.3,77.765,0,246.82,2091100000,126,-0.9265876,-0.8128814,-0.8333557,-0.3426297,-0.5293343,-0.4369763,-0.5527543,-0.2076654,-0.2193414,-0.5006211,0.004705793,-0.3992847
,0.876966603,-0.409569272,sp|Q00711|SDHA_YEAST,sp|Q00711|SDHA_YEAST,Q00711,Color [DarkGray],1,4,,"binding;catalytic activity;coenzyme binding;cofactor binding;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on the CH-CH group of donors;oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor;succinate dehydrogenase (ubiquinone) activity;succinate dehydrogenase activity",cell part;cytoplasmic part;fumarate reductase complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;mitochondrial membrane;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex II;mitochondrion;organelle;organelle membrane;organelle part;protein complex;succinate dehydrogenase complex;succinate dehydrogenase complex (ubiquinone),catabolic process;cellular metabolic process;cellular process;cellular respiration;cofactor metabolic process;generation of precursor metabolites and energy;metabolic process,SDHA_YEAST,24,24,21,49.5,49.5,42.3,70.229,0,323.31,4739700000,233,-0.1392808,0.227441,-0.8636024,0.162658,-0.3517912,-0.5566893,-0.088688,0.1405294,0.02136222,0.161378,-0.05864079,0.1758594
,0.999339832,0.471745184,sp|Q03148|SNZ1_YEAST,sp|Q03148|SNZ1_YEAST,Q03148,Color [DarkGray],1,4,,,,biosynthetic process;cellular metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;small molecule metabolic process;vitamin metabolic process,SNZ1_YEAST,24,24,17,72.7,72.7,67,31.817,0,323.31,12321000000,356,0.9136779,0.2852723,0.9227331,0.8708299,0.7914215,1.008564,0.3922006,0.8320984,0.7864969,0.5708795,0.03389942,0.7078749
,0.565448815,0.429601689,sp|Q08225|DPP3_YEAST,sp|Q08225|DPP3_YEAST,Q08225,Color [DarkGray],1,4,,"binding;catalytic activity;cation binding;dipeptidyl-peptidase activity;exopeptidase activity;hydrolase activity;ion binding;metal ion binding;metallopeptidase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides",cell part;cytoplasm;intracellular part,macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;proteolysis,DPP3_YEAST,24,24,24,48.8,48.8,48.8,80.509,0,172.02,917850000,92,-0.2609376,-0.3387503,-0.9774531,-1.052601,-0.7822815,-0.2646999,-1.599434,-0.913422,-0.7144577,-1.483884,-0.9955856,-1.683826
,0.075110175,0.014582614,sp|Q10740|LKHA4_YEAST,sp|Q10740|LKHA4_YEAST,Q10740,Color [DarkGray],1,4,,"aminopeptidase activity;binding;catalytic activity;cation binding;epoxide hydrolase activity;ether hydrolase activity;exopeptidase activity;hydrolase activity;hydrolase activity, acting on ether bonds;ion binding;leukotriene-A4 hydrolase activity;metal ion binding;metallopeptidase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides;transition metal ion binding;zinc ion binding",cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,biosynthetic process;catabolic process;cellular alkene metabolic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;macromolecule metabolic process;metabolic process;organic acid metabolic process;peptide metabolic process;primary metabolic process;protein catabolic process;protein metabolic process;small molecule metabolic process,LKHA4_YEAST,24,24,24,39.3,39.3,39.3,77.352,0,183.65,1716300000,138,-0.3507728,-0.4594732,-0.5589314,-1.233423,-0.4443999,-0.6133948,-0.4707364,-0.8717172,-0.519006,-0.8148999,-0.4081096,-0.6447203
,0.679119965,-0.652247131,sp|Q12377|RPN6_YEAST,sp|Q12377|RPN6_YEAST,Q12377,Color [DarkGray],1,4,,structural molecule activity,"cell part;cytoplasmic part;cytosolic part;cytosolic proteasome complex;intracellular part;macromolecular complex;proteasome complex;proteasome regulatory particle, lid subcomplex;proteasome storage granule;protein complex",catabolic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;macromolecular complex assembly;macromolecule metabolic process;metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process,RPN6_YEAST,24,24,24,63.8,63.8,63.8,49.773,0,184.95,5204500000,212,-1.009882,-0.4216813,0.452175,-1.000388,-0.5637637,0.02413726,0.163943,0.1084727,0.3465868,0.06149981,0.3247407,0.008231305
,0.114204754,0.114245186,sp|P00937|TRPG_YEAST,sp|P00937|TRPG_YEAST,P00937,Color [DarkGray],1,4,,anthranilate synthase activity;carbon-carbon lyase activity;carboxy-lyase activity;catalytic activity;indole-3-glycerol-phosphate synthase activity;lyase activity;oxo-acid-lyase activity;transferase activity,anthranilate synthase complex;cell part;cytoplasmic part;intracellular part;macromolecular complex;protein complex,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,TRPG_YEAST,25,25,25,57.9,57.9,57.9,53.489,0,323.31,3327800000,226,-0.6924572,-1.312971,-0.3423347,-0.5251736,0.4959503,-1.003038,-0.3707693,-0.533925,-0.1206362,-0.5224832,-0.3901716,-0.6381664
,0.347132055,0.10924681,sp|P00942|TPIS_YEAST,sp|P00942|TPIS_YEAST,P00942,Color [DarkGray],1,4,,"catalytic activity;intramolecular oxidoreductase activity;intramolecular oxidoreductase activity, interconverting aldoses and ketoses;isomerase activity;triose-phosphate isomerase activity",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;generation of precursor metabolites and energy;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,TPIS_YEAST,25,25,25,93.5,93.5,93.5,26.795,0,323.31,1.0232E+11,1223,2.396598,2.387431,2.677397,2.524967,2.352678,2.468572,2.510769,2.501899,2.36049,2.629384,2.227674,2.348291
,0.48334606,-0.296007444,sp|P03962|PYRF_YEAST,sp|P03962|PYRF_YEAST,P03962,Color [DarkGray],1,4,,carbon-carbon lyase activity;carboxy-lyase activity;catalytic activity;lyase activity;orotidine-5'-phosphate decarboxylase activity,cell part;cytoplasmic part;cytosol;intracellular part,biosynthetic process;cellular aromatic compound metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,PYRF_YEAST,25,25,25,80.5,80.5,80.5,29.239,0,323.31,10856000000,415,1.017676,0.6940993,0.1229254,0.6089074,0.4869305,0.6392614,0.9018524,1.08097,0.8918945,0.847396,0.7218072,0.5993245
,0.845605668,0.374135395,sp|P14922|CYC8_YEAST,sp|P14922|CYC8_YEAST,P14922,Color [DarkGray],1,4,,binding;enzyme binding;histone deacetylase binding;protein binding;protein binding transcription factor activity;RNA polymerase II transcription factor binding transcription factor activity;RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription;RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription;transcription factor binding transcription factor activity,cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;nuclear part;nucleoplasm part;nucleus;organelle;organelle part;protein complex;transcriptional repressor complex,biological regulation;cellular component assembly;cellular component organization;cellular process;chromatin modification;chromatin organization;chromosome organization;organelle organization;regulation of transport,CYC8_YEAST,25,25,25,38.1,38.1,38.1,107.2,0,323.31,1398600000,121,-0.734516,-0.9143686,-0.2958657,-0.92496,-0.2726271,-0.4644887,-1.024264,-1.227343,-0.8554242,-1.15635,-0.5457264,-0.3124953
,0.122215953,0.107142472,sp|P23542|AATC_YEAST,sp|P23542|AATC_YEAST,P23542,Color [DarkGray],1,4,,"binding;catalytic activity;cofactor binding;L-aspartate:2-oxoglutarate aminotransferase activity;L-phenylalanine aminotransferase activity;L-phenylalanine:2-oxoglutarate aminotransferase activity;pyridoxal phosphate binding;transaminase activity;transferase activity;transferase activity, transferring nitrogenous groups;vitamin B6 binding;vitamin binding",cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;microbody;organelle;peroxisome,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,AATC_YEAST,25,25,25,68.9,68.9,68.9,46.057,0,323.31,6948000000,276,0.6354036,-0.8007622,-0.4144217,0.480032,0.3924254,0.4438819,0.0845664,0.3693066,0.1772083,0.02852172,0.03020512,0.2942183
