Significant,pvalue,Difference,Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,1.324676527,-0.550859788,sp|P21243|PSA1_YEAST,sp|P21243|PSA1_YEAST,P21243,Color [DarkGray],1,4,,"catalytic activity;endopeptidase activity;hydrolase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides;threonine-type endopeptidase activity;threonine-type peptidase activity","cell part;cytoplasm;cytoplasmic part;cytosolic part;cytosolic proteasome complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;nuclear outer membrane-endoplasmic reticulum membrane network;nucleus;organelle;proteasome complex;proteasome core complex, alpha-subunit complex;proteasome storage granule;protein complex",catabolic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process,PSA1_YEAST,21,21,21,75.8,75.8,75.8,28.001,0,323.31,4471400000,227,0.2477083,-0.8431537,-0.5222326,-0.3581358,-0.8776923,-0.6970655,-0.1956508,-0.004337157,-0.270723,-0.3380907,-0.173902,0.09665232
,0.294923203,0.204312087,sp|P23180|AIM17_YEAST,sp|P23180|AIM17_YEAST,P23180,Color [DarkGray],1,4,,binding;catalytic activity;cation binding;dioxygenase activity;ion binding;metal ion binding;oxidoreductase activity,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,cellular component organization;cellular process;mitochondrion organization;organelle organization,AIM17_YEAST,21,21,21,61.3,61.3,61.3,53.134,0,323.31,5999400000,229,0.2774648,0.4491428,0.1562079,0.05949605,-0.9734712,-0.4443286,-0.2456717,-0.4000676,0.1094506,-0.05387444,-0.0468237,-0.09468394
,0.94642851,-0.532187603,sp|P24280|SEC14_YEAST,sp|P24280|SEC14_YEAST,P24280,Color [DarkGray],1,4,,lipid transporter activity;phosphatidylcholine transmembrane transporter activity;phosphatidylinositol transporter activity;phospholipid transporter activity;substrate-specific transporter activity;transporter activity,cell part;cytoplasm;cytoplasmic part;cytosol;Golgi apparatus;Golgi apparatus part;Golgi membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;organelle;organelle membrane;organelle part,anatomical structure development;anatomical structure formation involved in morphogenesis;ascospore formation;cell development;cell differentiation;cellular component organization;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular process;developmental process;establishment of localization;Golgi vesicle transport;lipid metabolic process;lipid transport;membrane organization;metabolic process;organelle organization;primary metabolic process;protein transport;reproduction;sporulation;transport;vacuolar transport;vesicle organization;vesicle-mediated transport,SEC14_YEAST,21,21,20,74.3,74.3,74.3,34.9,0,279.03,5299600000,278,-0.1684373,-0.3111149,-0.1813558,-0.1505744,-0.3873504,-0.8758175,0.03745909,0.06780868,0.07226047,-0.153934,0.01889998,0.3451812
,0.448305963,0.334226069,sp|P26785|RL16B_YEAST,sp|P26785|RL16B_YEAST,P26785,Color [DarkGray],1,4,,binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL16B_YEAST,21,12,12,66.7,43.4,43.4,22.249,0,243,9379900000,338,0.9453973,0.2756583,1.280687,0.9979434,0.5454763,0.9483597,0.1690838,0.6663308,0.2055407,-0.03197464,0.5915807,0.5849271
,1.039307713,-0.905827701,sp|P30902|ATP7_YEAST,sp|P30902|ATP7_YEAST,P30902,Color [DarkGray],1,4,,cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity,"cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase, stator stalk;organelle part;protein complex;proton-transporting ATP synthase, stator stalk",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,ATP7_YEAST,21,21,21,81,81,81,19.809,0,323.31,6572700000,195,0.3507724,0.4443623,-0.8738458,-0.7211369,-0.6203566,-0.8024655,0.4617835,0.4414691,0.2582969,0.5092657,0.353821,0.6875082
,1.305024645,-0.36801449,sp|P32377|MVD1_YEAST,sp|P32377|MVD1_YEAST,P32377,Color [DarkGray],1,4,,adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbon-carbon lyase activity;carboxy-lyase activity;catalytic activity;diphosphomevalonate decarboxylase activity;lyase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding,cell part;cytoplasmic part;cytosol;intracellular part,alcohol metabolic process;biosynthetic process;cellular lipid metabolic process;cellular metabolic process;cellular process;cofactor metabolic process;isopentenyl diphosphate metabolic process;lipid metabolic process;metabolic process;primary metabolic process;small molecule metabolic process,MVD1_YEAST,21,21,21,61.6,61.6,61.6,44.115,0,323.31,2854500000,195,0.11141,-0.5295157,0.4292305,-0.5744646,0.4315197,-0.8715379,-0.2933379,-0.1569573,-0.3066842,-0.4239828,-0.5761005,-0.2905346
,0.021169786,-0.014267981,sp|P38235|YBQ3_YEAST,sp|P38235|YBQ3_YEAST,P38235,Color [DarkGray],1,4,,,,,YBQ3_YEAST,21,21,21,65.1,65.1,65.1,40.295,0,245.43,1707700000,129,-0.4914514,-0.8776929,-0.4479986,-0.7734408,-0.7342062,-0.9675979,-0.1746508,-1.2928,-1.012848,-0.6150042,-0.8236682,-0.6681235
,0.162087478,-0.139384637,sp|P38431|IF5_YEAST,sp|P38431|IF5_YEAST,P38431,Color [DarkGray],1,4,,"binding;enzyme activator activity;enzyme regulator activity;GDP-dissociation inhibitor activity;GTP binding;GTPase activator activity;GTPase regulator activity;guanyl nucleotide binding;guanyl ribonucleotide binding;nucleic acid binding;nucleoside-triphosphatase regulator activity;nucleotide binding;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;RNA binding;small GTPase regulator activity;translation factor activity, nucleic acid binding;translation initiation factor activity;translation initiation factor binding",cell part;cytoplasmic part;cytosolic small ribosomal subunit;eukaryotic 48S preinitiation complex;intracellular organelle part;intracellular part;macromolecular complex;multi-eIF complex;organelle part;ribonucleoprotein complex;small ribosomal subunit;translation preinitiation complex,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;macromolecular complex assembly;organelle assembly;regulation of translation;ribonucleoprotein complex assembly;ribosome assembly,IF5_YEAST,21,21,21,64.2,64.2,64.2,45.261,0,248.12,3036700000,175,-0.6538752,-0.2050601,-0.907883,-1.087301,-0.5657427,-0.2993969,-0.4565801,-0.1570081,-0.2171637,-0.314411,-0.5403109,-0.7021848
,0.750878265,-0.394798346,sp|P39517|DHH1_YEAST,sp|P39517|DHH1_YEAST,P39517,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;ATPase activity, coupled;ATP-dependent helicase activity;ATP-dependent RNA helicase activity;binding;catalytic activity;chromatin binding;helicase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;mRNA binding;nucleic acid binding;nucleoside-triphosphatase activity;nucleotide binding;purine NTP-dependent helicase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;RNA binding;RNA helicase activity;RNA-dependent ATPase activity;translation regulator activity;translation regulator activity, nucleic acid binding",cell part;cytoplasm;cytoplasmic mRNA processing body;cytoplasmic part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;non-membrane-bounded organelle;organelle;ribonucleoprotein complex;RNA granule;stress granule,biological regulation;catabolic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing compound transport;primary metabolic process;regulation of translation;ribonucleoprotein complex assembly;RNA catabolic process;RNA metabolic process;RNA processing;transport,DHH1_YEAST,21,21,21,46.6,46.6,46.6,57.543,0,263.57,3435900000,206,-0.8963214,-0.2958373,-0.4596662,-1.050434,-0.5056375,-0.6134484,-0.004493758,-0.09062978,-0.1728456,-0.2406665,-0.0703769,-0.4440279
,0.937326296,0.423434973,sp|P39744|NOC2_YEAST,sp|P39744|NOC2_YEAST,P39744,Color [DarkGray],1,4,,,"cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;Noc complex;Noc1p-Noc2p complex;Noc2p-Noc3p complex;non-membrane-bounded organelle;nuclear part;nucleolar part;nucleolus;nucleoplasm part;nucleus;organelle;organelle part;preribosome;preribosome, large subunit precursor;protein complex;ribonucleoprotein complex",cellular process;ribosomal large subunit biogenesis,NOC2_YEAST,21,21,21,30.4,30.4,30.4,81.6,0,45.383,578250000,63,-0.3948072,-0.961861,-0.6100264,-0.8018258,-0.6857198,-0.7276316,-1.106894,-1.060903,-1.660832,-1.653039,-1.580212,-1.047682
,0.132955959,0.05010438,sp|P46681|DLD2_YEAST,sp|P46681|DLD2_YEAST,P46681,Color [DarkGray],1,4,,"actin binding;binding;catalytic activity;coenzyme binding;cofactor binding;cytoskeletal protein binding;D-lactate dehydrogenase (cytochrome) activity;flavin adenine dinucleotide binding;lactate dehydrogenase activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;protein binding;UDP-N-acetylmuramate dehydrogenase activity",cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,cellular ketone metabolic process;cellular metabolic process;cellular process;metabolic process;organic acid metabolic process;small molecule metabolic process,DLD2_YEAST,21,20,20,46,44.5,44.5,59.268,0,112.92,1391400000,106,-0.6916535,-0.6411063,-0.6791111,-0.8179042,-0.1299616,-0.4983929,-0.7944584,-0.7920308,-0.6716221,-0.4961805,-1.155138,-0.8195052
,0.89730983,0.304588278,sp|P47018|MTC1_YEAST,sp|P47018|MTC1_YEAST,P47018,Color [DarkGray],1,4,,,cell part;coated vesicle;COPI-coated vesicle;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;Golgi apparatus part;Golgi-associated vesicle;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle part;vesicle,,MTC1_YEAST,21,21,21,48.5,48.5,48.5,53.477,0,312.87,2549900000,197,-0.01399368,0.2216597,-0.08142203,-0.1930491,0.1899336,-0.1647571,-0.4211852,-0.1869923,-0.1155067,-0.4711407,-0.3529416,-0.3917783
,0.16596023,0.059731697,sp|P48015|GCST_YEAST,sp|P48015|GCST_YEAST,P48015,Color [DarkGray],1,4,,"aminomethyltransferase activity;catalytic activity;methyltransferase activity;transaminase activity;transferase activity;transferase activity, transferring nitrogenous groups;transferase activity, transferring one-carbon groups",cell part;cytoplasmic part;glycine cleavage complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;mitochondrion;organelle;protein complex,amine metabolic process;catabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;one-carbon metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,GCST_YEAST,21,21,21,71.2,71.2,71.2,44.468,0,323.31,7018900000,277,0.5979329,0.5427362,0.4435441,0.1650417,0.4517724,0.5691039,0.3538613,0.31288,0.2120246,0.3479421,0.000588616,0.4368646
